x,y,z
499.86781329281274,0.9105687906713761,0.0
500.0000000000001,0.23940963253833714,0.0
499.42289240621824,0.8928596331562316,0.0
499.39893026524123,0.6257504557338062,0.0
498.9480796918012,1.6559761732440754,0.0
499.0988760072588,0.8054520224563405,0.0
499.0770983721287,0.7875381830129979,0.0
499.1757355494373,0.0,0.0
499.0714796936507,0.10662445878253934,0.0
498.9222185852589,0.14253616526828383,0.0
498.7735968796249,0.9827181515823097,0.0
498.7571433521227,0.9662746604129357,0.0
498.71089057013177,1.0950301903112913,0.0
27.82453441672798,283.1509700969549,0.0
27.589990832227468,282.06305094729504,0.0
27.30717039662138,282.2230788725095,0.0
26.93077916645501,282.0710064864406,0.0
26.064881909113886,281.6732514144802,0.0
25.94026195121766,281.66555748769224,0.0
26.588023847252188,282.0989847479645,0.0
26.72171806672284,282.1957132714366,0.0
26.068862269843812,281.79992544283976,0.0
26.010215372277692,281.7756307673609,0.0
26.128313602545,281.94178051558293,0.0
27.22221490548066,282.5745190435707,0.0
26.641867926594344,282.27601559658837,0.0
26.062372224335355,282.1962799050861,0.0
26.168091660046368,282.3502154657654,0.0
26.88187800084016,282.7469861112899,0.0
26.8227834917213,282.8564451475721,0.0
26.542908343596086,283.08911216917,0.0
26.503365728934433,283.12946045693434,0.0
25.804569132510924,282.72069399192225,0.0
26.4952631024971,283.1815147269769,0.0
25.0916613998296,282.4888395576673,0.0
25.62942192818331,282.98986950023203,0.0
25.86766354665601,283.16086273679315,0.0
26.81521375405436,283.7388524927989,0.0
25.39852123270435,282.9619910622619,0.0
26.137213870773486,283.8914119475306,0.0
15.27176946643046,287.8115268627762,0.0
14.5738069731731,287.45420564629524,0.0
14.97320123264176,288.15688229505986,0.0
15.351362240425509,288.24008401836255,0.0
15.177049454738004,288.2395392514645,0.0
15.899809168665554,288.51200151622544,0.0
15.861771846700297,288.53649390877257,0.0
16.096322573359778,288.6704104296444,0.0
15.159139849798128,288.41923973286083,0.0
15.147400162045301,288.4745777617002,0.0
14.940468162002446,288.50107710139275,0.0
14.97285815241175,288.5085637726282,0.0
14.998445309583404,288.5245844313596,0.0
14.937703523736761,288.54752924796213,0.0
14.633338666037803,288.8207231759288,0.0
15.01830313503111,288.9690804955308,0.0
15.517404340177498,289.04642240706596,0.0
15.416235251301131,289.1646777887439,0.0
14.63764720908364,289.1062030833801,0.0
15.22327837618912,289.23103373017625,0.0
16.124619458846272,289.2616705215413,0.0
15.135293833593888,289.349404319494,0.0
15.372073167719476,289.7454789832695,0.0
14.636082574120667,289.7879087758531,0.0
15.340161667820263,289.8732655998093,0.0
15.357514991522088,290.00924860893264,0.0
0.0,462.502971646262,0.0
0.16546597472415606,462.7351160584621,0.0
0.8950403108592352,462.2425500863894,0.0
1.1528713561459532,462.0347863060753,0.0
1.5997440703266448,461.55262797463405,0.0
0.9121600385082573,462.2936529766821,0.0
1.1027862425146937,462.3660665308875,0.0
0.5407654680930902,462.8576319408523,0.0
0.951608366411001,462.69303532691697,0.0
0.6264229761723177,463.0101035240606,0.0
0.6146561674232275,463.1135023584543,0.0
0.6225048405109828,463.1876903544837,0.0
0.5926533102202608,463.2628138332188,0.0
0.982588870514581,462.9772280754538,0.0
0.7166440914179897,463.2099278065127,0.0
1.2884235202439502,462.9754099698635,0.0
1.5017891131327061,462.84777204978633,0.0
1.4451550564415607,463.17270536192956,0.0
0.7750128922447037,463.4440411801598,0.0
1.2788338874950844,463.3477100924789,0.0
1.9730519719421977,463.24089238170166,0.0
1.305702049475839,463.549474623968,0.0
0.693757928785311,463.57668496113035,0.0
0.7797234604098959,463.6956505857186,0.0
1.6629642768767745,463.58153765915057,0.0
0.8346421637959972,463.7066264589106,0.0
1.506497197746081,463.81583993229015,0.0
0.4635262350910089,463.7611951750077,0.0
1.4603777967312266,464.37539241263727,0.0
0.47645265459591485,464.5234046942986,0.0
1.7910993676056022,465.36170265581654,0.0
43.189290518935216,498.2398471225404,0.0
44.8516338768593,496.8402961735818,0.0
43.50678293610728,498.16009706070497,0.0
43.277246343808585,498.58213066504396,0.0
43.928875987591276,498.0501483688462,0.0
43.25459493010132,498.7839876615906,0.0
43.77737048314317,498.34320493727046,0.0
44.23929948853361,498.05211816944507,0.0
44.126055384078334,498.17087688762626,0.0
43.47548897974444,498.76646504458324,0.0
44.8116797103734,497.7838605873547,0.0
44.30307909758188,498.4356322385094,0.0
44.05553801752427,498.6790327330903,0.0
43.89159530318264,498.84554667719607,0.0
44.017756814952094,498.9585642147025,0.0
43.66003055890549,499.28386320089015,0.0
43.589966292646665,499.45255102929264,0.0
44.319907484974415,498.82159774782497,0.0
43.44638582246178,499.64954030008755,0.0
43.57955471076022,499.6070983662022,0.0
44.33339671608726,498.9275008082926,0.0
44.19201254151729,499.10913071061833,0.0
44.06462676435537,499.24599838476536,0.0
43.9892999227308,499.38427151244167,0.0
43.298522872153356,500.0,0.0
43.799594865088174,499.7451505427105,0.0
43.917214798805134,499.68362275013277,0.0
44.47259487561974,499.1501263378059,0.0
44.67726434401211,499.0394248270971,0.0
44.53782407684102,499.2377763065207,0.0
110.01675291136837,421.0220980303947,0.0
110.41907167385646,422.41671978129483,0.0
110.45378342046708,421.861104533644,0.0
110.20054612899014,420.87616796278485,0.0
110.52615382846575,421.81896154248324,0.0
110.38154904286313,420.84594003388366,0.0
110.81188899551117,422.1652283380166,0.0
110.63134483184285,421.43250876609574,0.0
110.64226920861826,421.4580090859615,0.0
110.59298732482311,421.0856627069754,0.0
110.7350252682584,421.6040921478762,0.0
110.7705794710566,421.2106609898547,0.0
111.01063264891395,422.0146344358252,0.0
110.88211304735798,421.2433267944172,0.0
110.9606359352778,421.4404521033387,0.0
110.79558226375617,420.84507727863064,0.0
111.10662544385654,421.45818488226774,0.0
110.79885557801313,420.3130399485705,0.0
111.12925143129756,421.3539117129712,0.0
110.92168256625327,420.4708436155731,0.0
111.3193277300152,421.16753999517107,0.0
111.2401255591325,420.0978394971149,0.0
111.32798293865639,420.2167728040176,0.0
