time,x,y,z
0,250.0,250.0,20.0
0.1,250.0,250.0,20.0
0.2,250.0,250.0,20.0
0.30000000000000004,250.0,250.0,20.0
0.4,250.0,250.0,20.0
0.5,250.0,250.0,20.0
0.6,250.0,250.0,20.0
0.7,250.0,250.0,20.0
0.7999999999999999,250.0,250.0,20.0
0.8999999999999999,250.0,250.0,20.0
0.9999999999999999,250.0,250.0,20.0
1.0999999999999999,250.0,250.0,20.0
1.2,250.0,250.0,20.0
1.3,250.0,250.0,20.0
1.4000000000000001,250.0,250.0,20.0
1.5000000000000002,250.0,250.0,20.0
1.6000000000000003,250.0,250.0,20.0
1.7000000000000004,250.0,250.0,20.0
1.8000000000000005,250.0,250.0,20.0
1.9000000000000006,250.0,250.0,20.0
2.0000000000000004,250.0,250.0,20.0
2.1000000000000005,250.0,250.0,20.0
2.2000000000000006,250.0,250.0,20.0
2.3000000000000007,250.0,250.0,20.0
2.400000000000001,250.0,250.0,20.0
2.500000000000001,250.0,250.0,20.0
2.600000000000001,250.0,250.0,20.0
2.700000000000001,250.0,250.0,20.0
2.800000000000001,250.0,250.0,20.0
2.9000000000000012,250.0,250.0,20.0
3.0000000000000013,250.0,250.0,20.0
3.1000000000000014,250.0,250.0,20.0
3.2000000000000015,250.0,250.0,20.0
3.3000000000000016,250.0,250.0,20.0
3.4000000000000017,250.0,250.0,20.0
3.5000000000000018,250.0,250.0,20.0
3.600000000000002,250.0,250.0,20.0
3.700000000000002,250.0,250.0,20.0
3.800000000000002,250.0,250.0,20.0
3.900000000000002,250.0,250.0,20.0
4.000000000000002,250.0,250.0,20.0
4.100000000000001,250.0,250.0,20.0
4.200000000000001,250.0,250.0,20.0
4.300000000000001,250.0,250.0,20.0
4.4,250.0,250.0,20.0
4.5,250.0,250.0,20.0
4.6,250.0,250.0,20.0
4.699999999999999,250.0,250.0,20.0
4.799999999999999,250.0,250.0,20.0
4.899999999999999,250.0,250.0,20.0
4.999999999999998,250.0,250.0,20.0
5.099999999999998,250.0,250.0,20.0
5.1999999999999975,250.0,250.0,20.0
5.299999999999997,250.0,250.0,20.0
5.399999999999997,250.0,250.0,20.0
5.4999999999999964,250.0,250.0,20.0
5.599999999999996,250.0,250.0,20.0
5.699999999999996,250.0,250.0,20.0
5.799999999999995,250.0,250.0,20.0
5.899999999999995,250.0,250.0,20.0
5.999999999999995,250.0,250.0,20.0
6.099999999999994,250.0,250.0,20.0
6.199999999999994,250.0,250.0,20.0
6.299999999999994,250.0,250.0,20.0
