Run ID,Algorithm,Scenario,Num Devices,Repetition,Path Length (L),Packets Expected,Packets Received,Avg Latency (s),Avg Throughput (pkt/s),Energy Consumed (J),Mission Duration (s)
1,ADAPT-GUAV,Forest,100,1,1121.81782043891,100,3174,39.15389413988623,72.13636363636364,45.0,44
1,ADAPT-GUAV,Forest,100,1,1121.81782043891,100,3174,39.15389413988623,72.13636363636364,45.0,44
1,ADAPT-GUAV,Forest,100,1,1121.81782043891,100,3174,39.15389413988623,72.13636363636364,45.0,44
1,ADAPT-GUAV,Forest,100,1,1121.81782043891,100,3174,39.15389413988623,72.13636363636364,45.0,44
